code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,75% VC 280/10 RR 35,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% sweep 1.5 / 60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC PEEP 5, 30%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO S4, 90%; TC 60%, 12L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2 50% PEEP 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 80% S 8 NC 5L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V: 53%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AC 28/420/45%/peep10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 225, 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 24/450/10/70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% FiO2 VC500 PEEP12 RR30,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo70%sweep6,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40 fio2,10 peep",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC PEEP 14, 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV 100 AC40% sweep 0.5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,sweep 3-100% RA,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent 60%, ECMO 60% sweep 2",1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"100,000 CFU/mL Staphylococcus capitis",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100%/1.5L HFNC 30%/30L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/16 20 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/16 65%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% FiO2 8L face tent,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Many Achromobacter xylosoxidans,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AC/VC+ 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV sweep 3 100%, PC 60%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% vent 100% ecmo sweep 4.5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,acvc r 10 95 tv 330 30% va ecmo f 2.7 s 1.5 70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc P10 70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"1 L NC, 100% ECMO, Sweep 1",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40% RR 16,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ACVC f24, 345, 5, 0.30",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30%Vent, 100% E, 3S",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 300, 10, 35, 65%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,FIO2=60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV-ECMO sweep at 2, fio2 at 50%, flow 2.5 and RPM at 1600",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO70%sweep1,HFNC50%/40L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"TC 100%, 15L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, Sweep 2.5, Vent 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% 15ppm iNO,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,face tent 40% 10L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2l/MIN,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent FiO2 @ 100%. ECMO FiO2 @ 100%. Sweep 4 (2x),1
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,,<193,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% pc 20 rate 20 peep 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3L NC/sweep 2 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, PEEP 8, VC",1
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,"Few Yeast, not candida albicans",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 35% VV ECMO sweep 4 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 90% VV S5 FiO2 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent  100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent PC fio2 41%, VV ECMO sweep 3",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 8/10 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 5/5 30%, Sweep 2, VV ECMO 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% 40lpm hfnc,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 80%/45L. VA ECMO FiO2 @ 100%. Sweep 3.,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ecmo100%sweep3,vent60%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,P10 40%,1
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Aspergillus clavatus,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,20L/30% Hiflow,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ 300, PEEP10, 30%, ECMO 100%/4L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO sweep 4.5 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ECMO, sweep 6. 100%",1
HBVQPCRALPHA//5009-6,Hepatitis B virus DNA [Presence] in Specimen by NAA with probe detection,,Category,Inconclusive,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60 % FIO2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 30% 12/5,1
WBCSUR//5821-4,Leukocytes [#/area] in Urine sediment by Microscopy high power field,cells/uL,,Test Not Performed,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent 40%, vv ecmo 100%, swp 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC peep 5, rate 14, fio2 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 260/32/5/80%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%, VA ECMO sweep 8 FiO2 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2 40% 20L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 28, 310, 8, 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 70% 40Lpm,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40%/  PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 430 RR 16 +5 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ecmo/sweep 3/vent 40%,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"10,000 CFU/mL Serratia marcescens",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC, TV 400, RR 14, PEEP 10, 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% + PEEP 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60%50L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% fio2 peep 12,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,+10/50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,18% 6L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%  PEEP 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AVAPS 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60 L HFTC 28%,1
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,100 mgdl,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO FiO2 100%, Sweep 2",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,14L 65% 20ppmiNO,1
ALBCREATUR//9318-7,Albumin/Creatinine [Mass Ratio] in Urine,mcg/mg,Number,<37.0,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC 280/10 R30,1
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"2,050",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,f16 Vt 500 40% +5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40% R 23 26/5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hfnc 40%30L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,21% VC290 peep 5 rate32,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fio2 50% PEEP 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO 60% S1LPM / RA,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% PS,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC Fio2 60% PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% 4L/ 50% Vent,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"50,000 CFU/mL Aerococcus viridans",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3L Nc,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% sweep 5/5, 80% vent",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 13/5 40% RR 16,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,10L NRB Mask,1
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Aspergillus terreus complex,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5 40% LMA,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC 300 RR 14 PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100%/7L 3L NC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% + peep 78,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2 Liter nasal canula,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"R rad A-line, VA sweep 5 100%, vent 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PC10/10 RR22,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 16/10; fio2 35%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% fio2 peep 5`,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC RR 14 FIO2 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 28/5 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACPC 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"80% vent, 100% E, 8S",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 35% RR12,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,90 fio2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC HiFl,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,12 L 35%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ECMO Sweep 0.5/80%, NC 2L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV 100% 1L PC 40% 10/10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"95%/15L, S7/100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc+ r20 v 320 p8 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%/ 50L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, Sweep 5. VC 400, RR 14 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,82%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, S1.5. VENT 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 380 10/8 30%,1
B2MICGLOB//1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,mg/L,Number,>88.0,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO Sweep 1/100%, HFNC 30%/10",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,pc 16/5 @30%,1
CL//2069-3,Chloride [Moles/volume] in Blood,mmol/L,,Test Not Performed,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E 2.5L 100%; V 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"BiPAP 100%, ECMO Sweep 5, FiO2 100%",1
ALBCREATUR//9318-7,Albumin/Creatinine [Mass Ratio] in Urine,mcg/mg,Number,<7.2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Bilvl Phigh 22/Plow 0; Thi 2.83/Tlow 0.5 RR 18 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC340 RR16 PEEP8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50/25,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Paralyzed VC 300 60% PEEP: 10 RR: 35 supine,1
ALT//1743-4,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P,U/L,Number,<31,1
CD16CD56ACT//20402-4,CD16+CD56+ cells [#/volume] in Blood,/cmm,Number,>1522,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,SIMV 65% 12/8 300 24,1
TETOXABEIA//5092-2,Clostridium tetani Ab [Units/volume] in Serum,IU/mL,,SEE NOTE,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 20/5 RR 12 40%,1
AMMONIA//16362-6,Ammonia [Moles/volume] in Plasma,mcg/dL,Number,<36,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80/60,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VAE S3, 100%, Flow 3.6, Vent PC R15, 12/12, 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 40% 10/10;  VV 90% Sw 7,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent 40% 10/8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% MV, 100% ECMO",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,post extubation hf 40l/50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"sweep 1, fio2 100",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Va sweep 3 70%, vent 30%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 60%, VV ECMO100%,m Sweep",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ET Vent 25%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% / 40L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"RA, ECMO 50% sweep 2",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ecmo 3.9, sweep 3, 70%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50%/30L; ECMO S5/100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 10/10 FiO2 35%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40 fio2, 10 peep",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 40%, Rate 18",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%/40L HFTC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent 40%, vv ecmo 100% swp 3",1
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,positive +1,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,55% vent 60% ecmo,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 340; RR 35; 90%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vv sweep 1-100% HF 40L 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, Sweep 2 . VENT 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%/ ecmo 100% S8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60%VENT/100% ECMO Sweep2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50L 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HNC 40L / 60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,40 %,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,8L oxymizer,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% (30L),1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,RN or RT to input,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ACVC+ rate 14, peep 5, fio2 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 10/8, 60%; VV ECMO Sweep 4, FiO2 100%, Flow 3.1",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,RM AIR,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO sweep 2, HFNC 40% 40L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 390 RR18 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60 % PEEP 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, S5, Vent 43%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,room air; ecmo 80%; sweep 1.5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E100 V85 S7,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% VC TV 400 R 12 PEEP 12,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 410/+10/65%65%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 450, RR 14, PEEP 8, 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% 40 lpm,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 40% 50L, ECMO 100% 2.5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hiflow  40 % 40 liter,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 35/40,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 16/ PEEP 10/R 24/70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA 4.2, sweep 5, 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO Sweep 6 100% 50% vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 330, RR 16, PEEP 12, 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFTC 50%/40L, sweep OFF",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC peep 5 rate 12 fio2 30% VV ecmo sweep off fio2 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% +5, RR 12",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Hiflow 30%40L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS, FiO2=21% 7/5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 18; 10 PEEP, 60%; rate 28",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100/ 2L NC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ FiO2 30%, rate 16, PEEP 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"1L NC, ECMO 100%, Sweep 3",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"CPAP 8, 40%, VVECMO S0",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% FiO2 ECMO, 50% Fio2 Vent",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 300, 10, 35, 70%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3L O2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% + peep 5 RR18,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,simv r 4 10/10 50% vv ecmo  3 s 5 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% vent 100 ECMO sweep 3,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 15/10 55% PEEP 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70/10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS FiO2 50%, Peep 5",1
ALT//1743-4,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P,U/L,Number,<24,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 14/8/18/60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PC 26 PEEP 8 Rate 20,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PEEP 10 FIO2 30,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VENT 50%/10, ECMO 100%/0.5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,4L  NC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC RATE 18, PEEP 5, 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 50%/30L; ECMO 70%, sweep 1",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 12/10 60% VVECMO S3, 100% PRONED",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF 10L 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1.5 L NC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5. FiO2 @ 30%.,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% 50L hFNC 100% sweep 5 Ecmo,1
ALT//1743-4,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P,U/L,Number,<44,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC 410 PEEP 8 rr 22,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Many Corynebacterium amycolatum,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 400/10 60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 360, 26, 5, 90%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC20 Tv450 PEEP5 80%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40LPM 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 14/325/5/40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 60% sweep 0.5 - Vent 40% peep 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,nc 1L,1
