code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count,bucket
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% ecmo, 100% vent, sweep 15",1,free_text
HGBA1C//4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,%,Number,8.6 %,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,BIPAP 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VVE s6, 100%, Vent 14/12 70%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Sweep 4/4, FiO2 100%. Vent 100% Bilevel",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC Fio2 50% Rate 16 Peep 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"75% PC 14/10, RR 35",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO Sweep 6 100% FLow 4,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent Fio2 41% VV ECMo sweep 6,1,free_text
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Aspergillus sp not fumigatus,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC450 RR30 PEEP7,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,65% P8,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60L 60%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 5/5 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Bipap 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100%/3L Sweep, 16/420/5/60%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AC/PC 10/14 rate 14 fio2 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,0HF NC 40L 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hhfnc 40l/60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 26 RR 22 +8 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"70% vent, 90% ecmo, sweep 2",1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,,<163,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% +5, RR18",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 500 rate 30 peep 5 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% SIMV VC+PS 250 26 12/10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO S1 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50L, 60%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V40 E100 sw3,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,trach collar 30% 40L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,4L/min NC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HfNC 35%30L,1,free_text
IGE//19113-0,IgE [Units/volume] in Serum or Plasma,kIU/L,Number,>10000,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 100%, VV 100% Sw 5, VA 100% Sw 3",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ECMO flow 3.5, sw 2.5, FiO2 100, ETT 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40 lpm Fio2 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60%40L HFNC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 12/8/35%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV-ECMO sweep 0.5 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC 440 peep 8 rate 18,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC; PEEP5 25%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 380 26/12 50%,1,free_text
TPCREAT//13801-6,Protein/Creatinine [Mass Ratio] in 24 hour Urine,,,<0.01,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60%/45L HFNC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E100 S8 V100,1,free_text
T4TOTAL//3026-2,Thyroxine (T4) [Mass/volume] in Serum or Plasma,mcg/dL,Number,<0.42,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC500 RR20 PEEP8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100%/s6 Vent 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,p support 10/5 40% since 1800,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS,7/5 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,sweep0.5,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% VC 260 peep 5 rate30,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,25% 30 L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3L/min NC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hiflow 40 liter 50%,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"20,000 CFU/mL Streptococcus pyogenes",1,organism
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"17,200",1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 35% 18L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% PEEP 25 PS 14,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 380/24/+5 FiO2 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%+6,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VVA/VPA 100% SWEEP 2L / PC 60%,1,free_text
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,,,"285,000",1,unknown
RPR//20507-0,Reagin Ab [Presence] in Serum by RPR,,,Non reactive,1,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% PC18 peep12 rate 18,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% with PEEP 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,5L FM,1,unknown
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Acinetobacter pittii",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80% Ecmo 100% 2L Sweep,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 14/350/p10/40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA 4.6, sweep 8, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 6/8 fio2 40% VA ecmo sweep 2 fio2 90%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 400/20/70%/PEEP 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% Vent/ 100% ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% HFTC 100% ecmo,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VENT 40%, VC 550 RR 12",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 10/10, 30% / ECMO 60%, S 1.5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30//70 sweep 4.5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"pc 8/5, rate 12, fio2 40%",1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<376,1,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Aeromonas hydrophila group",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV Sweep 4/VA Sweep 2 ECMO 100% 02,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V40 E100 sw2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PSV 40% + peep 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ecmo sweep 1 fio2 60%, acvc rate 16 peep 5 fio2 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E100 S15 V40,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 14/5 R30 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ECMO FiO2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 80%; sweep 4,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 26/10 70% rate 33,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% / 10 L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60% vent peep 10, ecmo 100% 3.5L sweep",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,nc 6l,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC14 Tv400 PEEP5 35%,1,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Acinetobacter pittii,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO FiO2 100% Sweep 6,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA100,Sw4 PC 40%, PEEP 10",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% Vent, 80% ECMO",1,free_text
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Graphium species,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5 peep 65% fio2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"fio2: 25, PS 7/ peep : 5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30%/30L, VA 1.9, sweep 4, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent 30%; ecmo sweep 3 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC 500 +5 RR22,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"rate 22, 80%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%. PEEP 5,1,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Granulicatella species,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PEEP 5/FiO2 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 14/10, fio2: 100%, VA ECMO flow: 3.3, sweep 3.5, fio2: 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC RR 26 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 50% 14/10 RR 16,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent 50%/PEEP 12; ECMO 80%, sweep 2",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50/40,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,28% (8L),1,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Escherichia hermannii,1,organism
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"100,000 CFU/mL Yeast, not candida albicans",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% 55lpm,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO Sweep 1 / 70% FiO2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC 350,1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,,<89,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV S10 FiO2 100% HFNC 100%/45L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 450 14 +5 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 10L/35%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PC 18 PEEP 8 Rate 26,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80 ecmo. 70 vent,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Simple facemask 10L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC 40/40 ECMO 100% 8L Sweep (4L x 2),1,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Acinetobacter johnsonii,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 45%60L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% PC 25/10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% 40L, sweep 8, fio2 100%",1,free_text
OSTEOCALCIN//2697-1,Osteocalcin [Mass/volume] in Serum or Plasma,ng/mL,,<5,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VENT  FIO2 30% VC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent- VC 32/355/P12 80%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PEEP 8. 90%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"NC 2L; ECMO S3, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% 50L 100% ecmo sweep 3,1,free_text
STRONGYLAB//6632-4,Strongyloides stercoralis IgG Ab [Presence] in Serum by Immunoassay,,,See Note,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,pc 16/14/5 @35%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% FIO2 V/C PEEP 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100% S1.5, Trach 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% PC 18/5 RR16,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"<10,000 CFU/mL Citrobacter braakii",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 15/24/+6/80%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E100 S3 PCV40,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 100% PEEP 7, Left lung down",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent40%/ecmo100%/sweep3.5,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"AC TV: 380mL FiO2: 30%, TV: 28 PEEP: 5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100e/s10/hfnc100/60L,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, ECMO 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 360/+8/16/ 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,400/18/5/40%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 5 L O2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/10 30%; ECMO S2 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 450 R24 PEEP10 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA Ecmo Sweep 1 70% RA,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, +8",1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 6L VV 100 sweep 0.5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV 0.8 flows 2.2 fio2 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 40% 5/8,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Few Streptococcus anginosus group,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 40%/ PEEP 5,1,free_text
CMVQPCR//30247-1,Cytomegalovirus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,IU/mL,,>9100000,1,numeric_like
K//2823-3,Potassium [Moles/volume] in Serum or Plasma,,,ND,1,units_as_values
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC 450 RR 14 PEEP5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,tc 6L 28%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,acvc r 16 tv 50 p 5 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC 400 RR28 PEEP 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30L, Fio2 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% vent; 100% ecmo sweep 4.5,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Many Alcaligenes faecalis,1,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 60% HIFLO 40/40,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% fio2 PC 33 rate 25 peep 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,post NT sxning and breathing trt,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%Fio2 PS 10/8,1,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Kerstersia gyiorum,1,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,255FiO2 VC400 PEEP5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Face Ten 40% 10L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% 5/5,1,unknown
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/mL,,<199,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100% S 0.5 HFTC 30/30,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% 6 L,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 4 90%/PC 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACVC peep 5 FIO2 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40L 40% HFNC/sweep 1.5 100% fio2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC14 Tv400 PEEP12 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF 40L60%,1,free_text
K//2823-3,Potassium [Moles/volume] in Serum or Plasma,,,5/8,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"21% vent, 85% ecmo",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 50/s2/RA,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60% VC340 peep10 rate26, supine, paralyzed",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 15/10  70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% 10LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 25,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PRONE VC 340/24/10/50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Bilevel/AVRP; P High 24, PS 0, Rate 20, T low 0.4, 50% FiO2",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hfnc 100%40L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 650 PEEP 10 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC TV 570/ 40%/ RR 16,1,free_text
FOLATERBC//2283-0,Folate [Mass/volume] in Red Blood Cells,,,172 ng/mL RBC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% MV; 100% ECMO,1,free_text
BUN//3094-0,Urea nitrogen [Mass/volume] in Serum or Plasma,,,47 H,1,numeric_like
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Achromobacter denitrificans,1,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/10/5/50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC TV 380, RR 18, PEEP 5, 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VENT PS 7/5 FIO2 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40/15,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 100% sweep 1. PS  10/5 50% fio2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO 100% Sweep 3.5,1,free_text
RBC//789-8,Erythrocytes [#/volume] in Blood by Automated count,10X6/uL,,----,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 70%/45L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC16 24/5 FIO2 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,aerosal mask 60% 15L spo2 96%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"90% VC 280/10, R 34",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30/30. E80/S6,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 10/5 30%, sweep 8",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent 30% ECMO 80%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30 L/min, 80%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ecmo 6, sweep 10, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS5/5 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 8/5 @30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% VC 360/30/+8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 90% 25L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/16/%; ECMO S2.5/100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5/35%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 15 RR16 PEEP 8 FiO2 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,28% 6lpm,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% 20l,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 5/5 30% / VV 100% 3LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"oxygenator 2: vent 30%; ecmo 100%, sweep 1",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ecmo/sweep 1,1,free_text
